yolo_id,name,train_count,test_count,total_count
617,0716,15,0,15
760,0862,15,0,15
858,0960,15,0,15
886,0988,15,0,15
1061,1172,15,0,15
1105,1237,15,0,15
1204,1336,15,0,15
1209,1342,15,0,15
1307,1442,15,0,15
1334,1469,15,0,15
1358,1494,15,0,15
1449,1585,15,0,15
1974,2299,15,0,15
2016,2343,15,0,15
2046,2374,15,0,15
2095,2425,15,0,15
2118,2448,12,3,15
2136,2467,15,0,15
2145,2476,15,0,15
2329,2661,15,0,15
2380,2723,15,0,15
2432,2775,15,0,15
2438,2781,15,0,15
2704,3051,15,0,15
2847,3212,15,0,15
2904,3271,15,0,15
2918,3285,15,0,15
2981,3348,14,1,15
2983,3350,14,1,15
2998,3365,12,3,15
3088,3455,15,0,15
3123,3491,15,0,15
3182,3550,15,0,15
3286,3662,15,0,15
3894,4320,15,0,15
4244,4699,15,0,15
4245,4700,15,0,15
4390,5004,15,0,15
4461,E,15,0,15
4473,H,15,0,15
4476,HP,15,0,15
4533,h_,15,0,15
19,0019,14,0,14
26,0026,14,0,14
49,0049,14,0,14
118,0119,14,0,14
181,0185,14,0,14
187,0191,14,0,14
447,0545,14,0,14
493,0592,14,0,14
495,0594,14,0,14
619,0718,14,0,14
643,0742,14,0,14
687,0787,14,0,14
714,0814,14,0,14
735,0836,14,0,14
791,0893,14,0,14
820,0922,14,0,14
826,0928,14,0,14
1076,1207,14,0,14
1168,1300,14,0,14
1380,1516,14,0,14
1458,1595,14,0,14
1599,1836,14,0,14
1684,2005,14,0,14
1710,2031,14,0,14
1720,2041,14,0,14
1732,2054,14,0,14
1780,2102,14,0,14
1868,2190,14,0,14
1933,2257,14,0,14
2114,2444,1,13,14
2665,3012,14,0,14
2816,3179,14,0,14
2902,3269,14,0,14
2980,3347,14,0,14
2995,3362,12,2,14
3148,3516,14,0,14
3163,3531,14,0,14
3257,3632,14,0,14
3259,3634,14,0,14
3774,4199,14,0,14
3922,4349,14,0,14
4071,4527,14,0,14
4190,4645,14,0,14
4292,4747,14,0,14
4379,4842,14,0,14
172,0176,13,0,13
264,0270,13,0,13
292,0301,13,0,13
305,0314,13,0,13
378,0390,0,13,13
392,0405,13,0,13
444,0542,13,0,13
450,0548,13,0,13
456,0554,13,0,13
479,0578,13,0,13
552,0651,13,0,13
555,0654,13,0,13
688,0788,13,0,13
1109,1241,13,0,13
1135,1267,13,0,13
1169,1301,13,0,13
1203,1335,13,0,13
1257,1391,13,0,13
1410,1546,13,0,13
1416,1552,13,0,13
1487,1625,12,1,13
1490,1628,13,0,13
1540,1678,13,0,13
1557,1695,13,0,13
1624,1862,13,0,13
1703,2023,13,0,13
1731,2052,13,0,13
1781,2103,13,0,13
1798,2120,13,0,13
2060,2389,7,6,13
2061,2390,13,0,13
2427,2770,13,0,13
2430,2773,13,0,13
2435,2778,13,0,13
2892,3258,13,0,13
2926,3293,13,0,13
2985,3352,11,2,13
2994,3361,11,2,13
3264,3639,13,0,13
3854,4280,13,0,13
4099,4555,13,0,13
4125,4580,13,0,13
4152,4607,13,0,13
4393,5302,13,0,13
4428,5337,13,0,13
4530,XC,13,0,13
44,0044,12,0,12
84,0084,12,0,12
106,0106,12,0,12
125,0126,12,0,12
131,0132,12,0,12
155,0158,12,0,12
249,0253,12,0,12
263,0269,12,0,12
377,0389,0,12,12
379,0391,0,12,12
388,0401,12,0,12
533,0632,12,0,12
541,0640,12,0,12
556,0655,12,0,12
578,0677,12,0,12
697,0797,12,0,12
811,0913,12,0,12
815,0917,12,0,12
902,1004,11,1,12
1065,1176,12,0,12
1154,1286,12,0,12
1172,1304,12,0,12
1245,1379,0,12,12
1271,1405,12,0,12
1290,1424,12,0,12
1309,1444,12,0,12
1311,1446,12,0,12
1336,1471,12,0,12
1376,1512,12,0,12
1465,1602,12,0,12
1470,1607,12,0,12
1538,1676,12,0,12
1683,2004,12,0,12
1800,2122,12,0,12
2182,2513,12,0,12
2355,2698,12,0,12
2405,2748,12,0,12
2418,2761,12,0,12
2419,2762,12,0,12
2423,2766,12,0,12
2431,2774,12,0,12
2864,3229,12,0,12
2982,3349,11,1,12
3067,3434,12,0,12
3161,3529,12,0,12
3251,3626,12,0,12
3685,4110,12,0,12
3842,4268,12,0,12
3954,4408,12,0,12
3966,4420,12,0,12
4044,4500,12,0,12
4135,4590,12,0,12
4159,4614,12,0,12
4241,4696,12,0,12
4314,4769,12,0,12
4465,EP,12,0,12
4500,PM,12,0,12
4510,RT,12,0,12
20,0020,11,0,11
65,0065,11,0,11
126,0127,11,0,11
174,0178,11,0,11
179,0183,11,0,11
245,0249,11,0,11
248,0252,11,0,11
289,0298,11,0,11
642,0741,11,0,11
689,0789,11,0,11
707,0807,11,0,11
752,0854,11,0,11
784,0886,11,0,11
845,0947,11,0,11
859,0961,11,0,11
890,0992,11,0,11
1057,1167,11,0,11
1058,1168,11,0,11
1069,1200,11,0,11
1086,1218,11,0,11
1117,1249,11,0,11
1161,1293,11,0,11
1216,1349,11,0,11
1269,1403,11,0,11
1279,1413,11,0,11
1319,1454,11,0,11
1350,1485,11,0,11
1377,1513,11,0,11
1405,1541,11,0,11
1444,1580,11,0,11
1489,1627,11,0,11
1662,1902,11,0,11
1694,2014,11,0,11
1714,2035,11,0,11
1747,2069,0,11,11
1915,2238,11,0,11
2015,2342,11,0,11
2065,2394,11,0,11
2093,2423,11,0,11
2107,2437,0,11,11
2391,2734,11,0,11
2417,2760,11,0,11
2420,2763,11,0,11
2429,2772,11,0,11
2479,2822,11,0,11
2677,3024,11,0,11
2722,3070,11,0,11
2780,3141,11,0,11
2996,3363,9,2,11
3162,3530,11,0,11
3179,3547,11,0,11
3191,3560,11,0,11
3212,3581,11,0,11
3418,3794,11,0,11
3679,4104,11,0,11
3907,4334,11,0,11
3962,4416,11,0,11
4073,4529,11,0,11
4109,4565,11,0,11
4275,4730,11,0,11
4367,4823,11,0,11
4368,4824,11,0,11
4437,5346,11,0,11
4512,SA,11,0,11
93,0093,10,0,10
142,0145,9,1,10
204,0208,10,0,10
225,0229,10,0,10
246,0250,10,0,10
260,0266,10,0,10
325,0334,10,0,10
360,0372,0,10,10
461,0559,10,0,10
606,0705,8,2,10
635,0734,10,0,10
641,0740,10,0,10
678,0778,10,0,10
684,0784,10,0,10
862,0964,10,0,10
913,1015,9,1,10
1152,1284,10,0,10
1259,1393,10,0,10
1265,1399,10,0,10
1295,1430,10,0,10
1354,1490,10,0,10
1414,1550,10,0,10
1447,1583,10,0,10
1469,1606,10,0,10
1661,1901,10,0,10
1686,2007,3,7,10
1691,2011,10,0,10
1701,2021,10,0,10
1791,2113,10,0,10
1831,2153,10,0,10
1897,2220,9,1,10
2059,2388,10,0,10
2089,2419,10,0,10
2097,2427,10,0,10
2160,2491,10,0,10
2331,2674,10,0,10
2433,2776,10,0,10
2434,2777,10,0,10
2485,2828,10,0,10
2720,3068,10,0,10
2774,3134,10,0,10
2818,3181,10,0,10
2897,3264,10,0,10
2938,3305,10,0,10
2977,3344,10,0,10
2990,3357,9,1,10
3000,3367,8,2,10
3098,3465,10,0,10
3125,3493,10,0,10
3185,3553,10,0,10
3261,3636,10,0,10
3423,3799,10,0,10
3788,4213,10,0,10
3811,4236,10,0,10
3815,4240,10,0,10
3879,4305,10,0,10
3917,4344,10,0,10
4012,4467,10,0,10
4042,4498,10,0,10
4113,4568,2,8,10
4160,4615,10,0,10
4180,4635,10,0,10
4220,4675,10,0,10
4221,4676,10,0,10
4422,5331,10,0,10
4495,N,10,0,10
4496,O,10,0,10
86,0086,9,0,9
98,0098,9,0,9
120,0121,8,1,9
177,0181,9,0,9
211,0215,9,0,9
229,0233,9,0,9
244,0248,9,0,9
247,0251,9,0,9
286,0295,9,0,9
326,0335,9,0,9
341,0353,9,0,9
347,0359,9,0,9
446,0544,9,0,9
539,0638,9,0,9
593,0692,9,0,9
611,0710,9,0,9
618,0717,9,0,9
648,0747,9,0,9
715,0815,9,0,9
759,0861,9,0,9
789,0891,9,0,9
790,0892,9,0,9
794,0896,9,0,9
871,0973,9,0,9
873,0975,9,0,9
888,0990,9,0,9
1090,1222,9,0,9
1228,1361,0,9,9
1270,1404,9,0,9
1277,1411,9,0,9
1310,1445,9,0,9
1325,1460,9,0,9
1344,1479,9,0,9
1356,1492,9,0,9
1467,1604,9,0,9
1488,1626,9,0,9
1561,1699,9,0,9
1713,2034,9,0,9
1784,2106,9,0,9
1787,2109,9,0,9
1871,2193,9,0,9
2009,2334,9,0,9
2010,2335,9,0,9
2082,2412,9,0,9
2087,2417,9,0,9
2090,2420,9,0,9
2356,2699,9,0,9
2388,2731,9,0,9
2422,2765,9,0,9
2424,2767,9,0,9
2428,2771,9,0,9
2678,3025,9,0,9
2724,3072,9,0,9
2744,3103,9,0,9
2767,3127,9,0,9
2811,3174,9,0,9
2820,3183,9,0,9
2901,3268,9,0,9
2986,3353,7,2,9
2989,3356,8,1,9
2992,3359,7,2,9
3090,3457,9,0,9
3140,3508,9,0,9
3406,3782,9,0,9
3557,3933,9,0,9
3838,4264,9,0,9
3986,4440,9,0,9
4026,4481,9,0,9
4083,4539,9,0,9
4086,4542,9,0,9
4139,4594,9,0,9
4155,4610,9,0,9
4169,4624,9,0,9
4239,4694,0,9,9
4392,5301,9,0,9
4475,HC,9,0,9
4487,LW,9,0,9
21,0021,8,0,8
108,0108,8,0,8
159,0162,8,0,8
160,0163,7,1,8
230,0234,8,0,8
240,0244,8,0,8
243,0247,8,0,8
254,0259,8,0,8
268,0274,8,0,8
317,0326,8,0,8
350,0362,0,8,8
373,0385,0,8,8
389,0402,8,0,8
438,0536,8,0,8
449,0547,8,0,8
468,0567,8,0,8
492,0591,8,0,8
499,0598,8,0,8
538,0637,8,0,8
570,0669,8,0,8
649,0748,8,0,8
668,0767,8,0,8
676,0776,8,0,8
685,0785,8,0,8
757,0859,8,0,8
761,0863,8,0,8
774,0876,8,0,8
788,0890,8,0,8
911,1013,7,1,8
1015,1121,8,0,8
1027,1136,8,0,8
1046,1156,8,0,8
1073,1204,8,0,8
1084,1216,8,0,8
1131,1263,8,0,8
1217,1350,8,0,8
1299,1434,8,0,8
1332,1467,8,0,8
1343,1478,8,0,8
1353,1489,8,0,8
1367,1503,8,0,8
1386,1522,8,0,8
1401,1537,8,0,8
1404,1540,8,0,8
1408,1544,8,0,8
1438,1574,8,0,8
1460,1597,8,0,8
1481,1619,8,0,8
1484,1622,8,0,8
1750,2072,3,5,8
1758,2080,7,1,8
1794,2116,8,0,8
1963,2287,8,0,8
2026,2353,8,0,8
2034,2361,8,0,8
2040,2368,8,0,8
2058,2387,8,0,8
2078,2408,7,1,8
2117,2447,2,6,8
2119,2449,7,1,8
2133,2464,8,0,8
2271,2603,8,0,8
2273,2605,8,0,8
2290,2622,8,0,8
2371,2714,8,0,8
2483,2826,8,0,8
2492,2835,8,0,8
2493,2836,8,0,8
2673,3020,8,0,8
2701,3048,8,0,8
2705,3052,8,0,8
2766,3126,8,0,8
2807,3169,8,0,8
2817,3180,8,0,8
2835,3200,8,0,8
2838,3203,8,0,8
2874,3240,8,0,8
2953,3320,8,0,8
2979,3346,8,0,8
2987,3354,7,1,8
2988,3355,7,1,8
2991,3358,7,1,8
2999,3366,6,2,8
3001,3368,5,3,8
3118,3486,8,0,8
3128,3496,8,0,8
3131,3499,8,0,8
3132,3500,8,0,8
3152,3520,8,0,8
3165,3533,8,0,8
3188,3556,8,0,8
3213,3582,8,0,8
3215,3584,8,0,8
3231,3606,8,0,8
3244,3619,8,0,8
3935,4365,8,0,8
4119,4574,8,0,8
4172,4627,8,0,8
4191,4646,8,0,8
4209,4664,8,0,8
4228,4683,8,0,8
4319,4774,8,0,8
4339,4795,8,0,8
4466,ES,8,0,8
4499,PH,8,0,8
4536,null-4,8,0,8
18,0018,7,0,7
92,0092,7,0,7
96,0096,7,0,7
156,0159,7,0,7
205,0209,7,0,7
250,0254,7,0,7
255,0260,7,0,7
272,0278,7,0,7
312,0321,7,0,7
352,0364,0,7,7
353,0365,0,7,7
398,0411,7,0,7
453,0551,7,0,7
463,0561,7,0,7
505,0604,6,1,7
550,0649,7,0,7
589,0688,7,0,7
592,0691,7,0,7
755,0857,0,7,7
782,0884,7,0,7
823,0925,7,0,7
848,0950,7,0,7
865,0967,7,0,7
904,1006,7,0,7
932,1035,7,0,7
996,1102,7,0,7
1028,1137,0,7,7
1047,1157,7,0,7
1077,1208,7,0,7
1099,1231,7,0,7
1129,1261,7,0,7
1132,1264,7,0,7
1200,1332,7,0,7
1249,1383,0,7,7
1262,1396,7,0,7
1301,1436,7,0,7
1378,1514,7,0,7
1381,1517,7,0,7
1387,1523,7,0,7
1406,1542,7,0,7
1429,1565,7,0,7
1451,1587,7,0,7
1552,1690,7,0,7
1671,1911,0,7,7
1697,2017,7,0,7
1705,2026,7,0,7
1706,2027,7,0,7
1724,2045,7,0,7
1755,2077,7,0,7
1788,2110,7,0,7
1925,2248,7,0,7
1935,2259,7,0,7
1995,2320,7,0,7
2037,2364,7,0,7
2084,2414,7,0,7
2111,2441,0,7,7
2181,2512,7,0,7
2392,2735,7,0,7
2480,2823,7,0,7
2494,2837,7,0,7
2508,2851,7,0,7
2552,2895,7,0,7
2651,2998,7,0,7
2670,3017,7,0,7
2675,3022,7,0,7
2680,3027,7,0,7
2810,3173,7,0,7
2836,3201,7,0,7
2917,3284,7,0,7
3002,3369,6,1,7
3011,3378,7,0,7
3076,3443,7,0,7
3186,3554,7,0,7
3248,3623,7,0,7
3252,3627,7,0,7
3256,3631,7,0,7
3816,4241,7,0,7
3846,4272,7,0,7
3855,4281,7,0,7
3990,4444,7,0,7
4014,4469,7,0,7
4041,4497,7,0,7
4122,4577,7,0,7
4189,4644,7,0,7
4236,4691,0,7,7
4325,4780,7,0,7
4336,4792,7,0,7
4386,5000,7,0,7
4418,5327,0,7,7
4504,Q,7,0,7
17,0017,6,0,6
42,0042,6,0,6
94,0094,6,0,6
154,0157,6,0,6
157,0160,5,1,6
233,0237,6,0,6
251,0255,6,0,6
288,0297,6,0,6
327,0336,6,0,6
351,0363,0,6,6
359,0371,0,6,6
390,0403,6,0,6
418,0515,6,0,6
497,0596,6,0,6
535,0634,6,0,6
543,0642,6,0,6
554,0653,6,0,6
575,0674,6,0,6
624,0723,6,0,6
628,0727,6,0,6
640,0739,6,0,6
701,0801,6,0,6
703,0803,6,0,6
711,0811,6,0,6
721,0821,6,0,6
738,0839,6,0,6
745,0846,6,0,6
786,0888,6,0,6
863,0965,6,0,6
864,0966,6,0,6
876,0978,6,0,6
879,0981,6,0,6
880,0982,6,0,6
884,0986,6,0,6
1018,1126,6,0,6
1021,1129,5,1,6
1024,1133,6,0,6
1039,1149,6,0,6
1040,1150,6,0,6
1041,1151,6,0,6
1042,1152,6,0,6
1043,1153,6,0,6
1044,1154,6,0,6
1066,1177,6,0,6
1106,1238,6,0,6
1111,1243,6,0,6
1118,1250,6,0,6
1170,1302,6,0,6
1233,1366,6,0,6
1285,1419,6,0,6
1317,1452,6,0,6
1373,1509,6,0,6
1442,1578,6,0,6
1471,1608,6,0,6
1535,1673,6,0,6
1543,1681,6,0,6
1623,1861,6,0,6
1655,1895,6,0,6
1668,1908,0,6,6
1673,1913,6,0,6
1679,2000,6,0,6
1722,2043,6,0,6
1727,2048,6,0,6
1734,2056,0,6,6
1751,2073,0,6,6
1760,2082,6,0,6
1785,2107,6,0,6
1811,2133,6,0,6
1825,2147,6,0,6
1833,2155,6,0,6
1873,2195,6,0,6
1878,2201,6,0,6
1880,2203,6,0,6
1949,2273,6,0,6
1965,2290,6,0,6
1970,2295,6,0,6
1990,2315,2,4,6
2021,2348,6,0,6
2027,2354,6,0,6
2029,2356,6,0,6
2072,2401,6,0,6
2096,2426,6,0,6
2175,2506,6,0,6
2257,2589,6,0,6
2278,2610,6,0,6
2368,2711,6,0,6
2370,2713,6,0,6
2375,2718,6,0,6
2397,2740,6,0,6
2401,2744,6,0,6
2404,2747,6,0,6
2421,2764,6,0,6
2444,2787,6,0,6
2463,2806,6,0,6
2471,2814,6,0,6
2482,2825,6,0,6
2497,2840,6,0,6
2531,2874,6,0,6
2532,2875,6,0,6
2553,2896,6,0,6
2587,2931,6,0,6
2629,2974,6,0,6
2672,3019,6,0,6
2732,3080,6,0,6
2746,3105,6,0,6
2758,3118,0,6,6
2802,3164,6,0,6
2824,3187,6,0,6
2898,3265,6,0,6
2911,3278,6,0,6
2916,3283,6,0,6
2969,3336,6,0,6
3003,3370,5,1,6
3004,3371,5,1,6
3005,3372,5,1,6
3006,3373,5,1,6
3007,3374,5,1,6
3008,3375,5,1,6
3013,3380,6,0,6
3073,3440,6,0,6
3142,3510,6,0,6
3145,3513,6,0,6
3166,3534,6,0,6
3178,3546,6,0,6
3181,3549,6,0,6
3205,3574,6,0,6
3214,3583,6,0,6
3216,3585,6,0,6
3245,3620,6,0,6
3247,3622,6,0,6
3667,4043,6,0,6
3669,4046,6,0,6
3771,4196,6,0,6
3783,4208,6,0,6
3850,4276,6,0,6
3851,4277,6,0,6
3881,4307,6,0,6
3906,4333,6,0,6
3908,4335,6,0,6
3918,4345,6,0,6
3923,4350,6,0,6
3967,4421,6,0,6
3988,4442,6,0,6
4103,4559,6,0,6
4141,4596,6,0,6
4186,4641,6,0,6
4200,4655,6,0,6
4206,4661,6,0,6
4226,4681,6,0,6
4303,4758,6,0,6
4354,4810,6,0,6
4369,4825,6,0,6
4388,5002,6,0,6
4403,5312,6,0,6
4515,SE,6,0,6
6,0006,5,0,5
37,0037,5,0,5
80,0080,5,0,5
111,0111,5,0,5
113,0114,5,0,5
153,0156,5,0,5
158,0161,5,0,5
162,0165,5,0,5
182,0186,5,0,5
213,0217,5,0,5
216,0220,5,0,5
220,0224,5,0,5
269,0275,5,0,5
293,0302,5,0,5
331,0341,5,0,5
335,0347,5,0,5
345,0357,5,0,5
346,0358,5,0,5
354,0366,0,5,5
376,0388,0,5,5
518,0617,5,0,5
532,0631,5,0,5
569,0668,5,0,5
591,0690,5,0,5
644,0743,3,2,5
663,0762,5,0,5
702,0802,5,0,5
733,0833,5,0,5
740,0841,5,0,5
753,0855,5,0,5
805,0907,5,0,5
813,0915,5,0,5
909,1011,4,1,5
912,1014,4,1,5
962,1068,5,0,5
1020,1128,5,0,5
1045,1155,5,0,5
1049,1159,5,0,5
1050,1160,5,0,5
1051,1161,5,0,5
1052,1162,5,0,5
1053,1163,5,0,5
1054,1164,5,0,5
1055,1165,5,0,5
1056,1166,5,0,5
1190,1322,5,0,5
1226,1359,0,5,5
1248,1382,0,5,5
1282,1416,5,0,5
1292,1427,5,0,5
1327,1462,5,0,5
1329,1464,5,0,5
1364,1500,5,0,5
1478,1615,5,0,5
1539,1677,5,0,5
1556,1694,5,0,5
1559,1697,5,0,5
1601,1838,5,0,5
1628,1866,5,0,5
1649,1889,5,0,5
1656,1896,5,0,5
1672,1912,5,0,5
1728,2049,5,0,5
1736,2058,0,5,5
1764,2086,5,0,5
1765,2087,5,0,5
1769,2091,5,0,5
1771,2093,5,0,5
1829,2151,5,0,5
1838,2160,5,0,5
1841,2163,5,0,5
1863,2185,4,1,5
1867,2189,5,0,5
1876,2198,5,0,5
1882,2205,5,0,5
1914,2237,5,0,5
1950,2274,5,0,5
1966,2291,5,0,5
1997,2322,5,0,5
2013,2338,5,0,5
2025,2352,5,0,5
2033,2360,5,0,5
2079,2409,5,0,5
2080,2410,5,0,5
2088,2418,5,0,5
2120,2450,4,1,5
2134,2465,5,0,5
2150,2481,5,0,5
2205,2536,5,0,5
2274,2606,5,0,5
2279,2611,5,0,5
2280,2612,5,0,5
2373,2716,5,0,5
2402,2745,5,0,5
2403,2746,5,0,5
2406,2749,5,0,5
2441,2784,5,0,5
2442,2785,5,0,5
2443,2786,5,0,5
2445,2788,5,0,5
2490,2833,5,0,5
2528,2871,5,0,5
2530,2873,5,0,5
2544,2887,5,0,5
2637,2982,5,0,5
2640,2985,5,0,5
2647,2994,5,0,5
2652,2999,5,0,5
2671,3018,5,0,5
2745,3104,5,0,5
2762,3122,5,0,5
2803,3165,5,0,5
2842,3207,5,0,5
2851,3216,5,0,5
2873,3239,5,0,5
2875,3241,5,0,5
2899,3266,5,0,5
2927,3294,5,0,5
2928,3295,5,0,5
2937,3304,5,0,5
3009,3376,5,0,5
3010,3377,5,0,5
3012,3379,5,0,5
3014,3381,5,0,5
3015,3382,5,0,5
3016,3383,5,0,5
3017,3384,5,0,5
3018,3385,5,0,5
3019,3386,5,0,5
3020,3387,5,0,5
3021,3388,5,0,5
3022,3389,5,0,5
3023,3390,5,0,5
3030,3397,5,0,5
3031,3398,5,0,5
3032,3399,5,0,5
3033,3400,5,0,5
3034,3401,5,0,5
3036,3403,5,0,5
3037,3404,5,0,5
3038,3405,5,0,5
3039,3406,5,0,5
3040,3407,5,0,5
3041,3408,5,0,5
3042,3409,5,0,5
3043,3410,5,0,5
3044,3411,5,0,5
3045,3412,5,0,5
3046,3413,5,0,5
3047,3414,5,0,5
3048,3415,5,0,5
3049,3416,5,0,5
3050,3417,5,0,5
3051,3418,5,0,5
3052,3419,5,0,5
3053,3420,5,0,5
3054,3421,5,0,5
3055,3422,5,0,5
3057,3424,5,0,5
3141,3509,5,0,5
3144,3512,5,0,5
3155,3523,5,0,5
3167,3535,5,0,5
3227,3602,5,0,5
3232,3607,5,0,5
3238,3613,5,0,5
3243,3618,5,0,5
3307,3683,5,0,5
3417,3793,5,0,5
3458,3834,5,0,5
3459,3835,5,0,5
3460,3836,5,0,5
3461,3837,5,0,5
3462,3838,5,0,5
3463,3839,5,0,5
3464,3840,5,0,5
3465,3841,5,0,5
3466,3842,5,0,5
3467,3843,5,0,5
3484,3860,5,0,5
3485,3861,5,0,5
3486,3862,5,0,5
3487,3863,5,0,5
3488,3864,5,0,5
3489,3865,5,0,5
3490,3866,5,0,5
3491,3867,5,0,5
3492,3868,5,0,5
3493,3869,5,0,5
3576,3952,5,0,5
3621,3997,5,0,5
3790,4215,5,0,5
3814,4239,5,0,5
3859,4285,5,0,5
3864,4290,5,0,5
3872,4298,5,0,5
3886,4312,5,0,5
3919,4346,5,0,5
3969,4423,5,0,5
4038,4493,5,0,5
4053,4509,5,0,5
4079,4535,5,0,5
4081,4537,5,0,5
4154,4609,5,0,5
4165,4620,5,0,5
4207,4662,5,0,5
4227,4682,5,0,5
4232,4687,5,0,5
4252,4707,5,0,5
4254,4709,5,0,5
4330,4785,5,0,5
4333,4788,5,0,5
4337,4793,5,0,5
4338,4794,5,0,5
4395,5304,5,0,5
4404,5313,5,0,5
4415,5324,0,5,5
4424,5333,5,0,5
4481,LA,5,0,5
4521,U,5,0,5
4522,VC,5,0,5
41,0041,4,0,4
88,0088,4,0,4
124,0125,4,0,4
161,0164,4,0,4
164,0168,3,1,4
166,0170,4,0,4
167,0171,3,1,4
232,0236,4,0,4
257,0262,4,0,4
270,0276,4,0,4
283,0291,4,0,4
334,0346,4,0,4
371,0383,0,4,4
372,0384,0,4,4
375,0387,0,4,4
391,0404,4,0,4
414,0511,4,0,4
441,0539,4,0,4
483,0582,4,0,4
500,0599,4,0,4
506,0605,4,0,4
511,0610,1,3,4
513,0612,4,0,4
514,0613,1,3,4
542,0641,4,0,4
549,0648,1,3,4
562,0661,2,2,4
616,0715,4,0,4
627,0726,4,0,4
667,0766,4,0,4
723,0823,4,0,4
728,0828,4,0,4
758,0860,4,0,4
765,0867,4,0,4
776,0878,4,0,4
783,0885,4,0,4
796,0898,4,0,4
798,0900,4,0,4
827,0929,4,0,4
867,0969,4,0,4
868,0970,4,0,4
869,0971,4,0,4
872,0974,4,0,4
905,1007,4,0,4
906,1008,3,1,4
941,1044,4,0,4
950,1053,4,0,4
1008,1114,4,0,4
1009,1115,4,0,4
1022,1130,4,0,4
1031,1140,4,0,4
1092,1224,4,0,4
1107,1239,4,0,4
1110,1242,4,0,4
1119,1251,4,0,4
1127,1259,4,0,4
1189,1321,4,0,4
1218,1351,4,0,4
1247,1381,0,4,4
1266,1400,4,0,4
1275,1409,4,0,4
1320,1455,4,0,4
1324,1459,4,0,4
1360,1496,4,0,4
1362,1498,4,0,4
1372,1508,4,0,4
1374,1510,4,0,4
1375,1511,4,0,4
1392,1528,4,0,4
1412,1548,4,0,4
1417,1553,4,0,4
1423,1559,4,0,4
1431,1567,4,0,4
1441,1577,4,0,4
1443,1579,4,0,4
1446,1582,4,0,4
1452,1588,4,0,4
1453,1589,4,0,4
1454,1590,4,0,4
1463,1600,4,0,4
1477,1614,4,0,4
1482,1620,4,0,4
1547,1685,4,0,4
1651,1891,3,1,4
1660,1900,4,0,4
1663,1903,4,0,4
1688,2008,4,0,4
1689,2009,4,0,4
1692,2012,4,0,4
1752,2074,0,4,4
1766,2088,4,0,4
1773,2095,4,0,4
1777,2099,4,0,4
1797,2119,4,0,4
1843,2165,4,0,4
1845,2167,4,0,4
1866,2188,4,0,4
1872,2194,4,0,4
1874,2196,4,0,4
1879,2202,4,0,4
1940,2264,4,0,4
1954,2278,4,0,4
1992,2317,0,4,4
2003,2328,4,0,4
2019,2346,4,0,4
2023,2350,4,0,4
2127,2458,4,0,4
2169,2500,4,0,4
2177,2508,4,0,4
2188,2519,4,0,4
2211,2542,4,0,4
2214,2545,4,0,4
2269,2601,4,0,4
2312,2644,4,0,4
2321,2653,4,0,4
2322,2654,4,0,4
2365,2708,4,0,4
2367,2710,4,0,4
2369,2712,4,0,4
2372,2715,4,0,4
2374,2717,4,0,4
2376,2719,4,0,4
2407,2750,4,0,4
2408,2751,4,0,4
2409,2752,4,0,4
2410,2753,4,0,4
2411,2754,4,0,4
2412,2755,4,0,4
2413,2756,4,0,4
2426,2769,4,0,4
2484,2827,4,0,4
2489,2832,4,0,4
2509,2852,4,0,4
2517,2860,4,0,4
2525,2868,4,0,4
2529,2872,4,0,4
2590,2934,4,0,4
2591,2935,4,0,4
2593,2937,4,0,4
2597,2942,4,0,4
2599,2944,4,0,4
2669,3016,4,0,4
2699,3046,4,0,4
2703,3050,4,0,4
2719,3066,4,0,4
2753,3113,4,0,4
2757,3117,4,0,4
2772,3132,4,0,4
2784,3145,4,0,4
2788,3149,4,0,4
2823,3186,4,0,4
2829,3192,4,0,4
2856,3221,4,0,4
2862,3227,4,0,4
2863,3228,4,0,4
2883,3249,4,0,4
2894,3260,4,0,4
2924,3291,4,0,4
2932,3299,4,0,4
2935,3302,4,0,4
2963,3330,4,0,4
2965,3332,4,0,4
2971,3338,4,0,4
3024,3391,4,0,4
3025,3392,4,0,4
3026,3393,4,0,4
3027,3394,4,0,4
3028,3395,4,0,4
3029,3396,4,0,4
3035,3402,4,0,4
3056,3423,4,0,4
3058,3425,4,0,4
3059,3426,4,0,4
3060,3427,4,0,4
3061,3428,4,0,4
3062,3429,4,0,4
3063,3430,4,0,4
3078,3445,4,0,4
3124,3492,4,0,4
3136,3504,4,0,4
3139,3507,4,0,4
3157,3525,4,0,4
3164,3532,4,0,4
3195,3564,4,0,4
3198,3567,4,0,4
3228,3603,4,0,4
3229,3604,4,0,4
3230,3605,4,0,4
3235,3610,4,0,4
3239,3614,4,0,4
3240,3615,4,0,4
3241,3616,4,0,4
3242,3617,4,0,4
3246,3621,4,0,4
3249,3624,4,0,4
3250,3625,4,0,4
3262,3637,4,0,4
3263,3638,4,0,4
3315,3691,4,0,4
3316,3692,4,0,4
3325,3701,4,0,4
3335,3711,4,0,4
3337,3713,4,0,4
3415,3791,4,0,4
3424,3800,4,0,4
3425,3801,4,0,4
3430,3806,4,0,4
3440,3816,4,0,4
3443,3819,4,0,4
3444,3820,4,0,4
3445,3821,4,0,4
3446,3822,4,0,4
3447,3823,4,0,4
3468,3844,4,0,4
3469,3845,4,0,4
3470,3846,4,0,4
3471,3847,4,0,4
